v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,target
0.15143,1.11364,1.64914,0.05827,0.34481,-0.3162,-0.81812,0.4727,0.03824,-0.4982,-1.16894,-1.32713,-1.15411,1.23756,0.00923,-0.99656,-63.77317639278789
-1.63032,-1.53599,0.05077,-0.60144,1.4625,0.27191,-0.84517,-0.08096,0.17911,2.44736,-1.48741,-0.90147,1.128,-0.94074,-0.07013,0.15471,-204.60516261392476
-0.40831,1.18772,-0.20895,-0.32591,-1.55379,0.41712,-0.51551,0.50461,0.2796,0.98609,-0.48712,0.06762,1.62294,0.62449,0.49566,-0.31086,-11.979309154819669
-0.64357,0.50676,0.82862,-1.09252,-1.8582,0.87531,-0.02108,0.46758,1.0193,1.69839,-2.11913,-0.2192,-0.85804,0.20013,-0.29678,0.38246,-161.54464908226194
-0.82066,-0.10924,-0.52377,0.25706,-0.68492,-0.0967,0.0497,-0.10624,1.65054,-2.18744,1.78255,1.08139,-0.52912,-2.37594,-0.61518,-0.84785,86.19397789847137
-0.76604,2.62752,-1.30785,3.22149,-0.18331,-0.96287,0.63624,-0.83164,-0.31709,0.13235,0.62951,-0.2921,-0.69187,0.17323,0.32397,-0.75296,0.6594227326699299
0.52656,-1.1988,-1.03413,-1.4745,0.27621,0.17613,0.6135,0.01719,-0.42021,0.55201,-1.76569,2.09179,-0.1826,-0.01552,-1.5504,0.37694,-208.10237084278634
-1.08905,1.52582,-0.96633,-0.36853,-0.73846,1.56339,-1.05744,0.92726,-0.16661,-0.08369,0.89131,1.41942,-0.44532,-0.68788,1.0941,1.32327,57.48196582860874
-0.52095,0.44869,1.1257,-0.32867,0.95254,0.85952,-0.21533,-0.51876,1.10332,1.00887,0.22227,0.23341,-1.24456,0.42813,0.84127,0.18639,85.62851723436076
-1.01962,-0.39262,-0.18495,1.1263,-0.06335,0.36194,-0.80869,-0.19649,0.35204,0.83671,-0.54838,0.26792,-0.60147,-0.89373,1.1077,1.31791,-10.376103186620412
0.91028,-0.03726,1.46674,-0.72251,0.88813,0.29794,-1.03255,-1.64773,-0.77076,1.22031,-0.10403,-1.42948,1.63739,-1.86333,-1.52077,-1.07296,-85.00086182670256
-0.02824,1.09179,-1.0214,1.24024,-1.18848,-0.92535,-2.68192,1.01282,-0.19158,1.05134,-2.14823,1.50118,-0.71607,0.99847,-0.95929,1.22843,-219.00962373349756
1.64938,-0.02676,0.60148,-1.97415,0.85227,1.60476,0.84135,-0.51258,-0.20803,-0.72928,-0.37865,-0.16342,-0.34178,-0.37886,1.82423,-0.57411,208.9690616496855
1.16192,0.98612,0.0693,-0.1435,-0.65009,-0.12595,0.68632,1.87035,1.95614,-0.4313,1.85963,0.81437,0.75239,0.73985,0.06656,-1.21275,286.34792783804477
0.72185,0.05552,-0.27788,1.09196,0.46457,-0.54817,-1.20815,-1.24803,-0.34602,0.86972,-1.6115,0.60357,-0.29587,-0.51154,-0.02509,-1.61876,-72.65953162466562
-1.58106,-0.70062,1.16847,-1.10785,1.20115,0.3655,-0.63135,0.68739,0.6907,-0.40781,-0.16556,0.63382,-1.55149,0.24037,-0.83799,0.94964,-148.3851984138035
1.99966,-0.03489,0.86965,1.14079,0.38341,1.06203,-0.47845,0.5045,0.75602,0.20252,0.05544,-0.86753,0.1664,-1.48062,1.20278,1.35048,256.0304628407619
-0.15942,-1.75622,0.08633,-0.66266,-0.52204,0.25447,-0.62963,-0.68902,0.87746,-0.8145,1.84017,-1.82823,-0.79794,-0.06122,-0.28905,0.02091,126.2148624876322
-0.77781,-0.46542,1.45277,0.34717,-0.10287,-1.43391,0.20062,-1.69055,-1.2587,-1.8938,-0.81745,1.03818,-0.00075,0.58087,-0.22908,-1.71339,-173.42993373866327
1.45536,0.30178,1.25877,-0.24102,-2.14034,-0.89099,-1.15684,0.72767,0.01869,0.43598,-0.52057,1.555,0.31285,-0.92522,-0.9851,-0.88179,-5.0913433667916665
-1.50133,-0.58366,0.65787,-0.05518,-1.30046,0.06043,0.05406,-0.20261,0.91883,-0.18266,-1.38747,-2.75599,0.53003,-0.44633,1.02582,3.38279,-80.80662116381461
-0.25669,0.39262,-2.31441,-0.12608,0.19387,1.24318,-0.18052,0.81965,0.30163,0.91884,0.86671,1.30973,-0.53575,0.39512,0.06123,-1.47059,57.13603420608266
1.63533,-0.52559,-0.61039,1.27789,0.68793,-0.10115,0.04813,0.47798,-0.30213,1.35146,0.05314,-1.14067,0.40984,0.39794,0.10929,0.51086,109.88285324137107
0.46538,-1.7632,0.1699,0.34944,0.7084,-0.32331,-1.88196,-0.97936,0.16894,1.42265,0.06344,0.71073,-0.27305,0.97271,0.64326,0.25966,89.21747631388484
0.32079,0.42332,-0.68057,1.04996,0.69488,-0.45789,-0.12029,-1.42092,-0.74544,-0.04659,-0.91546,0.35864,1.50119,1.19997,-1.2114,-0.89858,-154.98539360752764
0.04595,-0.24545,0.42859,0.49183,1.03186,2.69775,-0.1034,0.07733,-0.11265,-0.21043,1.23144,1.37937,-0.31599,-1.3338,0.19502,1.00053,94.16043915203926
-0.3662,1.28009,-1.92767,0.02722,2.43642,1.22133,0.03762,0.98389,0.10179,-1.22321,-0.26734,-1.37519,-1.19968,0.12616,0.74711,-1.03874,16.02375087391494
0.00378,0.32523,-0.33207,0.02686,0.16884,-0.43349,0.56075,-1.79619,-1.30348,0.13263,-1.47063,-0.19541,-0.01228,1.15128,-1.01912,0.46371,-222.0624654215669
0.51747,1.33857,1.62273,-0.48397,-1.27808,0.02244,1.85909,-0.18702,-0.70737,-0.02387,-1.19268,0.64871,0.42272,0.32734,0.06693,-1.20614,-67.00473716252384
1.42733,-0.85764,-1.08921,0.88229,1.15546,-1.89294,0.5429,0.65799,0.63487,-1.27734,-0.63257,-1.52483,1.22844,-1.07318,0.67161,0.37013,129.34267197950467
-0.06248,-0.82194,2.30066,-0.82575,-0.17289,0.46213,-1.56583,1.8206,0.722,1.63517,1.73613,-1.07149,-1.24459,-1.00804,-0.90324,0.39762,75.6481967947136
-1.38309,1.29669,0.08649,-0.34463,0.74265,0.39619,0.59153,0.67641,0.30745,-0.50986,-0.93948,0.55906,0.57063,-0.18837,1.74567,-0.31568,-16.819303173126947
-0.49059,0.07078,-1.39641,0.60751,-0.65512,-0.30631,-0.06878,-0.35239,-0.52533,1.0832,1.78472,0.68263,0.40302,0.71728,-0.69212,-0.50815,13.875735978658822
1.22195,-0.51396,-0.69501,1.67636,-0.44937,-0.21564,0.88002,0.60114,1.00857,2.2287,-0.22631,2.01923,0.08989,1.08601,0.81703,0.21949,168.02324997729107
1.1245,1.71143,0.32975,-0.6511,-0.60597,-0.62332,0.82458,-0.07264,1.10431,-0.26475,1.99973,-0.3479,-0.58442,-0.10405,-0.11295,-1.19386,245.18761976621255
1.11761,-0.98656,-0.64449,-0.04054,0.09013,0.28829,-0.62466,1.59402,0.00659,-0.4654,0.84957,-0.58168,2.0805,-0.64129,-0.252,-0.30712,114.2773276411596
0.78743,-0.16619,-1.29794,1.28369,0.69394,1.53691,-0.59606,0.1274,0.59213,0.47227,0.28102,0.73038,0.77194,1.49295,-0.63043,0.40947,51.44923751579784
-1.81308,2.63634,1.15358,0.79909,-2.35914,1.61112,-0.41799,-0.012,0.16353,0.68207,-0.14206,-0.75832,-1.79777,0.12318,0.82052,2.24186,-65.44870607809997
0.90872,0.29898,0.52678,-1.5579,-0.91871,-0.59586,-0.05072,-0.75912,1.11992,1.75328,-2.33524,0.66129,0.61654,0.77827,-0.38276,-0.48116,-73.24847774273249
0.5674,0.44601,-0.99228,-0.53239,-0.56072,-0.52225,0.88973,-0.61884,-0.30433,0.27524,0.58314,1.32539,-0.76845,1.18178,-0.20461,-1.4722,50.1774462532486
-0.14644,1.89287,-0.28425,0.0001,0.40366,-2.62692,-0.50185,-1.32522,1.16516,-0.56605,-0.47845,-1.47576,0.72124,1.35495,-0.47457,-0.03614,-26.883485670612714
0.08985,-0.13642,0.08671,1.34715,-0.48689,-1.18059,0.13791,1.60512,0.7128,-0.22788,-1.62895,-0.23704,1.25576,0.98092,1.84841,0.16607,60.99159343842383
1.32387,0.19333,1.16929,-1.05912,3.05195,-0.22398,0.76883,-1.59298,-0.7126,0.90176,-1.47279,-0.63541,-0.79859,-0.58429,-0.24793,0.74745,-53.92572170549215
1.36061,-1.89739,-1.18187,0.68743,0.27954,1.8898,-0.63318,0.13116,2.75163,-1.23316,1.70385,0.57225,0.72551,1.33134,-1.81916,0.36827,187.11116007682912
1.30332,-0.98081,-0.19357,1.04003,-0.68958,-1.89073,-1.02406,-0.5403,0.57144,0.16118,0.41572,0.15917,-0.46251,0.69781,-1.09093,1.30658,61.19521160871749
-2.28262,0.89566,-3.3279,0.77249,1.41542,0.21212,0.47401,-0.57868,0.28258,-0.03116,-0.48352,-0.29697,1.12318,0.96301,-1.32204,-0.91796,-267.863544305978
-0.03959,0.68233,0.45861,-0.54357,-1.52842,-0.61518,-0.26888,1.38493,1.04033,0.39621,-1.59728,-0.65285,0.11355,0.64469,-0.74122,-2.47708,-117.61956402098068
-0.55541,-0.86825,1.29627,-0.45035,1.31067,0.00938,-0.45413,-1.04506,1.53615,0.5339,-0.09495,-0.90486,0.65437,0.19439,-0.12347,-0.36408,11.106128475775515
0.96716,0.42785,0.90226,1.66685,0.27179,-1.45227,0.95348,-0.79825,0.38616,1.3113,0.57937,0.19895,-0.38084,0.17379,0.00883,0.29945,120.43978744161002
1.299,-0.97536,1.79136,-1.369,1.54192,0.2758,-0.29664,0.75776,1.03705,0.66133,-0.05145,-0.91883,0.21348,-0.90827,-1.27254,0.66401,36.369262947680646
-0.10717,-0.47259,0.02472,0.60555,0.5391,-0.08195,-0.18122,0.03706,2.02571,-0.40966,0.29211,0.17294,-0.83352,0.3664,-1.07038,0.91072,19.05915932591658
1.2194,0.88362,0.0951,0.18705,0.72251,-0.41668,-0.21128,-0.96536,-1.7303,-0.76116,-1.97032,-0.90111,-0.55829,-1.22713,-3.07321,-0.43574,-337.5664771934865
-0.4968,0.06106,0.93003,-0.87232,0.86822,0.36291,-1.39274,-0.05891,-0.34446,-0.27812,-0.30091,-0.02295,-0.26496,0.4198,0.03473,-0.62066,-64.3982937877587
0.25051,-0.16762,0.61821,-0.03563,0.43585,-0.84332,1.0511,0.85527,-1.02158,-0.64154,0.0243,-0.80897,-0.32588,-0.35636,-0.92752,0.39542,-88.99453186981832
1.6545,0.39152,0.90543,-2.32379,2.68194,-0.0307,-0.40202,-1.71228,1.57013,-0.17271,-1.13279,-0.36396,-0.64144,0.28044,0.39382,0.91923,130.21157872864404
-0.45381,-0.67067,0.5219,-0.47624,-0.07112,-0.6939,1.73412,1.28986,-0.05182,-0.91145,-0.84409,-0.3952,-1.15993,0.04166,0.69458,0.79608,-37.812441820157005
0.151,-0.11452,-0.29082,-0.91454,0.69229,0.46412,-2.06312,-0.0945,0.21638,-0.74666,1.30797,-0.63009,-1.24205,1.52337,1.00067,1.44479,177.41571553292715
-0.97232,0.57164,-0.48256,-0.99153,-0.13667,-0.85429,-0.2955,0.58946,-2.16004,-0.96668,-0.06886,0.89528,0.56132,0.73821,-2.10046,0.83668,-307.86440926136396
0.24512,0.28966,-0.07002,-0.76381,-1.33047,0.43079,-0.07641,0.35668,-1.67295,-0.12324,0.97784,-1.12454,1.52122,-1.57127,0.59496,0.08933,55.46270269296628
-0.77044,0.07085,-0.50498,-0.84458,-0.22187,1.0261,-0.05898,-1.25165,2.36001,0.711,0.48122,0.58597,-0.07649,-1.44433,0.83006,-0.1992,136.51089849625458
1.42778,1.13397,-0.15832,0.19569,-0.39396,0.04694,1.49726,0.32834,-0.74263,0.70765,-1.17177,-1.2791,0.1035,0.9453,0.72674,-1.59763,41.551066067646445
1.12432,1.70772,0.28747,-1.0133,1.35173,-0.31839,-1.18089,-1.05028,-0.61523,-0.06908,0.49905,0.59752,1.94075,1.813,0.13308,0.02188,93.68307450293219
1.08628,2.7353,1.05511,1.7703,-0.10779,-1.06148,2.40172,-0.17953,-0.86965,1.18587,0.61699,-0.02572,-0.2217,-1.71389,-1.49723,1.84615,-28.25889161986027
1.0235,0.94349,0.66614,2.23875,-1.51394,0.09878,-0.58174,-0.2646,-0.83387,-0.1479,0.31296,0.99057,-0.01641,-0.32937,0.1957,-0.79152,70.07968993599673
-0.00379,1.25326,-0.31727,0.6662,-0.24069,0.10868,-0.44847,1.33383,0.59912,-0.87591,-0.30536,0.21103,1.07737,0.62886,0.44995,-0.50295,36.93004293612868
-1.19911,-0.48392,1.15687,-0.33689,-2.0238,-1.71701,-0.01157,-1.83651,0.97644,-0.96581,0.83222,-0.41136,-1.77063,1.64396,-1.34868,-2.87235,-81.85043080172171
-0.32086,-1.34695,0.0268,-1.95092,-0.19282,-1.82635,0.6442,-0.0984,0.73455,-0.65784,-1.91362,0.00388,-0.46993,1.30248,-0.31428,-1.24415,-139.32982563167613
1.15498,-0.3937,2.2107,-0.48785,0.83325,0.55184,-0.03411,-0.21078,0.47812,0.83115,1.57029,-0.31772,0.61166,-1.92285,0.13201,-0.3728,210.91523559695796
0.2386,0.96037,-1.28765,0.89243,-1.33266,0.18657,-0.14428,2.03812,-1.17682,-0.50034,-0.01336,0.32336,0.09137,-0.6395,1.50558,-0.47487,75.477619436961
-0.5776,-1.69395,-1.69875,0.55702,0.9118,-2.6653,1.11396,-1.10731,2.04584,1.13612,1.15613,0.09497,0.88837,-0.11034,-0.19556,-0.15939,107.64275271613586
-1.00485,-0.27501,-0.66011,2.40183,0.35066,0.69064,-1.6656,-0.65636,-0.12886,-2.077,0.88606,-0.42795,-0.74554,-1.18696,0.49319,0.01482,21.293849388396495
-0.36845,-0.34293,1.76813,1.17119,-0.27398,-0.1006,-0.22912,0.52279,-0.66255,0.45202,-1.20124,0.72124,2.04238,-0.59761,-0.77078,1.13917,-185.34250535141697
0.60045,-1.85628,0.86779,1.28084,0.90998,0.99619,-0.63976,-1.69435,0.18181,0.86257,1.64976,0.94064,0.35093,-0.55606,1.38793,-0.7543,256.40169497871227
0.90295,-1.9402,-0.71185,-0.48552,0.51225,1.8777,-0.12307,0.92142,0.16225,1.07025,1.21351,-0.23917,-1.95792,0.04422,1.10639,-0.11543,227.24446052298288
-0.31155,1.83163,0.67715,-0.73359,0.50011,-0.05808,-0.03349,0.73448,2.2609,0.37544,2.56176,0.22811,-0.09288,1.59218,1.30311,0.71426,334.2360284415196
-2.40872,1.17074,0.22073,-0.00868,0.92262,0.09395,-1.01006,-1.43895,-0.01449,-1.0278,-2.74419,-0.44204,-0.89328,-0.05924,-1.13651,-1.66348,-424.0051950006102
0.74232,0.70044,-1.16361,0.91901,-1.92694,1.1299,2.31692,0.35805,-0.6865,-1.31537,-1.57236,-1.04311,0.29007,-0.78785,1.29985,0.39388,12.210711836028283
-0.25611,0.876,1.85416,-1.67964,-0.83838,0.53749,-0.86267,0.85895,-1.07379,-0.83219,0.04432,0.74462,0.20194,0.97631,-0.26085,-1.28902,-76.23122151465364
-0.42353,1.46713,1.0219,-1.79424,-0.6065,-1.99222,-1.28023,1.43434,-0.43652,-0.80647,-0.56285,-0.31224,0.43024,1.26319,0.54713,0.13022,-43.58522235014477
-1.04156,0.37874,0.24013,-0.02279,-1.57971,1.85903,-0.25934,1.24104,0.46266,0.64722,-0.77101,-0.78714,0.96885,1.26113,-1.19816,-1.0644,-186.96844629075315
-0.61066,1.00989,-0.54426,-0.5196,-1.3167,1.63425,-1.36792,0.69464,-1.15688,0.68873,-0.16159,0.35021,0.04848,1.50621,-0.62073,-0.44273,-142.90070547241046
0.35786,-0.62597,0.89724,0.64188,0.98597,0.46133,-1.61189,0.31834,1.55444,-1.39222,0.0559,0.23502,0.39533,-0.19952,0.83886,-2.56004,152.12735041656182
0.16782,1.28507,-0.55314,1.08295,0.51856,-0.91818,-1.99276,0.30325,0.84758,-0.56619,0.21269,-0.56489,0.40162,0.33353,2.31079,0.40962,226.0099095861682
-0.18276,-0.55369,0.08404,0.63552,-1.27464,2.46693,1.19663,0.63511,1.12343,-1.68337,-0.27002,1.62273,-0.84458,0.51735,1.25249,2.71243,106.20758219203286
-0.42951,-0.94545,0.82489,-1.03667,1.61929,0.2687,0.22662,-0.32972,1.15852,-1.74869,0.18033,0.34608,-1.10609,-0.163,-0.12602,-0.78427,22.059791547396433
0.26833,-1.96349,0.99152,1.04672,0.37972,0.80738,-0.1087,-1.2198,-0.1064,0.20668,0.2808,-0.02736,-1.08871,0.64478,1.44211,1.85222,136.117579013961
-1.2457,0.59276,0.9377,-0.70045,0.38386,-1.43691,0.88762,-0.09346,-0.13779,1.2301,-0.22888,-1.12625,0.34335,-0.10021,-0.2272,0.64242,-120.38486417697615
0.09227,0.59564,0.67276,0.64192,0.91071,-0.06237,0.20422,-1.71771,0.88667,-0.45406,-0.64704,-0.53973,1.62197,0.08537,-0.82816,0.66836,-58.592431486584694
0.37242,0.53512,-1.58044,0.52621,0.15724,-1.69778,1.94618,0.7414,0.30675,-0.26552,-1.97901,0.31839,0.74485,0.83965,-0.90902,-0.46425,-156.96114496565974
0.86465,1.42426,1.08725,0.21968,-1.10524,0.2333,0.88304,-0.50658,1.19812,0.93057,0.92869,-1.31361,-0.10341,0.32409,0.04497,-0.12734,172.34760894071957
0.17398,0.6665,-1.18706,1.19574,0.54738,-0.33938,-1.92521,0.88708,0.49598,-0.41599,1.29454,0.66175,-0.10357,0.17765,-1.67266,-0.29481,-1.7856972555283401
1.85866,0.40727,-0.46404,-1.26127,1.93139,-0.55181,-1.01741,-0.0757,-0.84978,-0.01127,-0.16695,0.97406,0.39488,-0.43522,0.07666,0.30119,85.59144494366974
-1.00882,2.52921,1.63185,0.28043,0.3209,-0.5253,-0.65738,-0.49529,0.14186,0.80152,-0.68556,0.8723,-0.4405,0.76948,0.90939,0.84909,-41.541750220116526
-0.09071,1.30559,0.17121,-0.24653,-0.3704,-0.25294,-0.58751,-0.98124,0.18408,-0.90193,0.11525,-0.56863,0.41293,1.20182,-0.62126,-1.84194,-34.587322909913624
-0.13106,-1.02933,-0.48684,-0.24124,0.4978,0.46278,0.90246,-0.0366,0.50314,0.12636,0.22297,-0.44837,0.47091,-0.82365,0.23795,-0.71047,44.28101208996651
-0.88462,0.47494,2.09522,0.62305,-1.04011,-1.34805,0.00097,1.36159,0.58008,-0.07765,2.77486,-0.97332,1.15521,-0.8918,-0.25823,-0.16427,129.02499902126365
0.17025,0.95772,-0.22825,-1.08378,0.57219,1.14985,-1.0812,0.42852,-0.32125,-0.5413,-0.73459,1.23312,-0.06557,1.67741,0.47872,-2.04307,-15.033838188636748
1.86167,-0.6553,-1.23784,-0.38876,0.94249,1.11922,0.8496,-1.37032,-0.6083,-1.21259,-0.34876,-0.4684,1.24216,-0.91688,-1.45997,-0.80641,-26.179495206090618
1.1081,-3.11901,-0.43888,-0.77117,0.57388,0.02729,-0.28849,1.53308,-0.166,1.24793,-0.87476,-1.03334,0.14786,-2.58044,-0.77867,-1.23626,-44.697409388038864
-2.29051,-0.28676,0.32709,-0.08046,1.01695,-0.70991,-0.44383,-1.07322,0.42461,0.15048,1.0824,-0.36846,0.47318,0.08863,0.06854,0.65408,-60.14184890194374
0.96334,-0.33186,0.79145,-0.31372,0.40318,-1.13889,1.10853,1.83964,-0.16535,-0.47368,1.45034,0.7903,0.96282,1.61871,-0.13634,-2.18635,144.4682019239972
-0.00562,0.59147,-0.18171,1.11594,0.62668,-0.41766,-0.49417,0.19409,-0.05251,1.50372,-0.88274,-1.51377,-0.2208,-0.69206,0.93589,-0.57586,7.04216825662591
-1.83435,-0.23114,-0.03836,-0.68828,-0.05535,-0.58165,1.29749,-0.32774,0.86015,0.92327,-1.11522,-2.1139,-1.00266,0.32023,-0.45938,1.48319,-193.84778533196788
-0.79818,0.77557,1.32986,0.11665,-1.5338,-0.34235,-1.46139,-0.09518,0.27737,-0.13217,1.73389,-1.12043,-1.85387,1.58864,0.30449,-0.73418,94.24799749359651
0.26227,-1.00497,0.66556,-0.68051,2.58838,-0.52681,0.25576,-0.66348,-0.98186,0.86266,0.12782,0.13235,-0.82846,2.00531,-0.66202,-2.33087,-60.75015386904328
1.69568,-0.65237,-0.88712,-0.25908,-0.56898,0.65515,-0.13473,-1.10731,-2.09072,0.37287,-0.24041,-1.03021,0.79241,1.53272,-0.90752,-0.13625,-51.351692696744436
0.86542,-1.38373,-0.22341,-0.26951,-0.96129,-0.34802,0.7249,-0.19127,-0.39493,-1.63296,1.87649,1.38248,-1.20179,-0.91262,-0.13263,-0.709,156.90455791835336
-0.54889,0.7984,-0.44565,0.88162,-1.62425,0.88048,0.33427,-1.29626,-0.67162,-0.96412,1.00225,1.07887,0.56561,-1.01314,1.0557,-0.44553,77.6263787984538
0.54622,-0.60854,1.1876,0.2809,-0.27441,1.2442,0.09276,-0.34989,-0.50598,-1.98877,-0.7118,-0.90965,1.65256,-0.81922,1.76301,-0.60079,96.1757512893443
-0.5332,0.35053,0.26605,2.19626,-0.88919,-0.99508,-0.18764,1.56627,-1.44649,-0.5621,-0.16364,0.74867,-1.67687,0.80975,-0.322,-0.56479,-128.1836677905058
-0.98393,0.67483,-0.41804,-0.23806,-0.41775,1.88241,-1.66869,0.94873,-0.63227,-0.15926,-0.62752,0.3522,1.86114,-0.44789,-1.01525,-1.58897,-205.43423594806345
-0.9477,0.23276,-1.50814,-0.63442,1.43849,0.41013,0.91765,-1.49525,-1.97851,1.92009,-1.27299,-0.1324,-0.0545,1.80555,-0.45724,-0.78066,-260.6620400160461
1.00474,0.04552,1.52211,-0.08478,-0.0453,-0.22479,-2.72641,2.23672,0.22722,1.68427,-1.31692,0.86494,1.43429,1.57498,-0.7852,0.51253,-65.15549541700538
-1.61118,0.69983,-0.2175,-0.58219,1.64506,-0.75515,0.64637,-0.61633,0.16317,-0.11784,-0.85619,-1.1432,-1.23469,0.20774,-0.28767,-0.22121,-178.18801380985585
0.85887,1.50719,-0.76077,1.41519,-0.32888,-0.94494,-0.90465,-0.40542,-0.35666,1.62046,2.17079,-0.74214,-2.07981,0.16247,-0.59205,1.86145,144.46674822907895
0.80842,-0.09697,-0.42987,0.02763,0.2094,-0.77388,0.9088,0.32062,-0.84543,0.68084,2.06244,-0.25392,-1.04685,0.07517,0.30157,-0.28413,177.7825508117439
-0.23412,0.42504,0.41822,-1.5031,0.08665,0.04809,-0.13844,-0.5765,1.5328,-0.11349,-0.0934,-2.31829,-0.35005,-1.32669,-0.85249,-0.64202,-19.541963300542452
-0.56644,-0.63635,-0.23008,1.19931,0.39514,-0.81687,-0.93419,0.87666,0.12373,-0.40068,0.62718,0.717,0.12054,-1.24279,0.60795,0.5414,52.35246134924133
-0.58833,1.22142,-0.46149,0.02045,-0.92922,0.63765,0.53018,0.22196,-0.53162,0.36147,0.35485,-0.33304,-0.13993,-1.83302,1.88734,0.71767,97.64400463348109
0.04481,1.71433,-1.89119,1.87918,1.57346,0.97405,0.72008,0.30074,-0.51007,-0.56141,-0.51199,-0.12347,0.31697,0.69467,-0.47628,-1.84385,-84.96892839221509
0.4296,-0.2698,1.16374,1.11552,0.45557,0.35138,0.0621,0.0373,2.05442,2.01345,-0.28421,0.2189,-1.46317,0.00799,-0.19615,1.96312,81.06519045071566
0.99485,0.90898,-1.10758,-0.69135,1.04751,1.15102,-0.44279,-0.05969,1.32822,-0.36913,-0.54279,-0.58414,0.71352,-0.95858,-0.77716,-0.64645,30.619390567303192
-0.32256,1.04065,0.61994,-0.6918,0.304,-0.82448,1.17931,-0.2789,0.42768,0.09756,1.59942,-0.02795,1.10823,0.27145,-1.40911,0.4305,0.8471779316223472
1.00394,1.52715,0.68203,0.32503,0.61339,0.13127,-1.03232,0.71552,-0.5941,-0.80454,1.73355,-0.16473,-1.33159,-1.68431,-0.24627,-0.23269,140.47628799558638
0.13426,1.75303,-0.98967,-0.50684,1.83805,0.4725,0.65375,0.22698,-1.24682,0.35175,-1.09137,-0.22059,-1.42539,0.63386,-0.97149,-2.5167,-182.68356893291858
1.20289,-0.04475,0.16419,-1.30908,1.02087,1.50385,-0.13984,-0.93611,-0.01247,-0.18534,0.77159,-1.07584,0.55776,1.10197,-0.27341,-0.31494,112.56719408569398
-0.90163,-0.30028,-0.13657,-0.57747,-0.04984,-0.31179,-2.06096,-0.22377,-0.19395,1.30431,-1.31408,-0.80674,0.84226,0.58228,-1.13544,-0.54579,-235.6682735046446
-1.4749,-1.85704,0.1195,-0.11391,0.53408,-1.02717,-0.79617,0.07893,0.12833,-1.09922,0.05142,-0.95194,-0.27578,0.55988,-0.99033,-0.02417,-160.82199722597707
0.28843,0.27337,0.83974,-0.45174,0.55426,-1.17369,1.23424,-0.90538,-1.01116,-0.03072,-0.8548,1.11652,-0.08059,-0.36376,0.98192,-0.29313,-7.1705164215599675
2.64677,-0.94672,0.10017,-0.4225,-0.16576,1.47074,-0.58657,-1.16823,1.41337,0.93284,0.10877,-1.33106,-1.21568,0.88427,-0.73863,-0.18454,191.34717006461477
-0.60571,-0.9278,0.91517,2.90361,0.60604,-1.48764,-0.25285,-0.57178,2.48139,0.49697,1.18266,0.90275,-0.20066,1.66454,1.58175,0.66968,252.40026782632555
-1.57179,-0.18952,0.745,-1.11771,0.42936,-0.16784,-1.60754,0.00815,-0.31416,-0.55573,0.12012,2.87671,-1.44111,-0.87902,1.48169,-0.27596,-4.208211975187137
0.1947,1.35773,1.2931,-1.46558,-0.01947,0.18286,-0.07478,-1.20665,-0.10364,-0.39635,-1.54785,0.36522,2.21026,0.2675,0.01953,1.16714,-90.76550131488527
-1.12599,0.8849,-2.35881,0.26348,0.63891,0.60422,-0.46781,-0.54575,0.33265,-1.33047,0.41796,0.95293,-2.10972,-1.90581,0.86033,-0.71272,27.592635709699664
-1.5699,1.16965,2.28325,0.07792,0.47969,1.09286,-0.84849,1.17409,-1.09095,0.46212,-0.86234,0.48755,-1.1917,0.87147,-0.25647,0.13193,-224.8572139779182
-0.49698,0.32916,-0.75755,-0.34192,0.45581,1.74876,-1.04243,1.06657,-0.98759,0.81646,1.38712,-0.91394,1.03783,2.09482,-0.26811,1.01294,-1.1449650856334934
-0.2463,1.63804,0.82306,-0.62875,1.35963,0.66773,0.33374,0.67395,-0.30059,0.91589,-0.1623,1.00816,-0.42876,-0.69755,0.68883,-0.78423,10.515373323245997
-1.56688,0.07656,1.55509,-0.48041,0.4281,0.01357,1.5559,-0.17451,0.66843,-1.53409,-0.37285,0.85172,-0.06711,-1.10963,-1.16973,0.8123,-185.7073070602218
0.55399,-0.05981,0.12671,-0.65206,0.28598,0.19188,-0.36072,-0.45074,-2.23738,1.97141,1.24025,0.41659,-1.5281,-0.04388,1.49218,-0.08421,134.74766231704203
-2.31522,-1.36147,1.18814,-0.15949,-1.70842,1.31275,-1.09042,-2.5365,1.01366,-0.93259,-0.79238,0.83702,0.11611,-1.02879,0.6396,-0.49643,-120.3724244865003
0.93553,0.38674,1.07579,0.27576,0.45772,-0.39977,-0.09878,0.37136,0.89105,-0.90499,-1.48103,-0.97761,-0.16049,-1.26896,-0.98575,-1.28614,-67.69585915165511
-0.53164,0.4471,0.89224,1.44044,0.96626,-0.33778,-0.63576,-1.09123,-0.87535,-0.62185,1.72267,-0.45989,-0.94122,0.90416,0.48508,1.38285,77.01840075710427
-0.34042,-0.31831,-0.76929,-0.89983,-0.69695,-0.13038,-1.02585,-0.64922,0.64206,-0.55509,-0.27618,-0.77463,0.859,-0.19992,-0.54321,0.13236,-52.89827607911035
1.65287,-0.82372,0.20639,1.8964,-0.01683,1.07937,1.23599,-0.35909,-0.78832,0.08048,0.59881,0.50955,-0.5322,0.74147,-0.44377,0.54998,87.48725307666778
