v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,target
-2.31059,-2.3968,0.21765,-0.11038,1.12289,2.83092,-5.6396,-0.06904,-2.02945,-0.10691,-2.40214,-4.0651,-8.42844,-0.60821,-1.0068,4.35651,2.28057,-2.51689,0
-2.5806,-2.15899,2.28326,-0.34208,0.82391,2.24941,-0.42524,3.9447,-2.48954,-0.52489,-1.61947,-0.04324,-0.40308,-1.31556,1.50295,-2.85183,0.14936,2.66724,0
-0.69483,1.83111,-2.71108,2.6541,-0.31765,1.10267,-4.37949,1.00479,1.01105,0.56459,0.31754,-1.85195,-8.07446,-5.40266,0.07928,5.38514,-2.0058,-2.7814,1
-0.49216,-4.45598,2.46583,4.7013,-0.5427,-0.58292,-3.55521,3.11999,-3.69644,-2.42636,4.2133,-0.36323,-13.74292,-4.99477,0.59181,10.32534,-1.27267,-5.40357,1
-2.86025,-0.30238,-0.05013,0.80794,-0.46951,-1.52419,-0.63067,0.18663,1.74967,1.11845,-3.47713,-0.25955,-2.07461,-2.77739,0.37822,2.85726,-2.45385,0.85891,1
-0.46559,5.10421,0.70344,2.75895,1.22251,0.01203,-0.33154,5.1559,-0.54294,1.20049,0.56714,-1.46087,-0.10841,-4.19281,-0.307,4.40986,-1.51959,0.46721,0
0.80413,-0.43909,2.05801,2.21514,3.06081,-0.86679,1.14125,2.27725,-1.93213,-0.09918,1.37095,3.45085,1.21301,1.31179,-0.88355,0.55469,1.76673,0.32907,1
-0.29404,-1.82574,1.32843,1.84719,1.20193,-3.88556,-0.17324,-2.02633,-3.96177,0.59683,-1.31205,0.01379,1.70042,4.09522,1.16147,2.85557,2.30636,2.49122,0
-4.06476,1.04939,-4.4366,-1.39161,-0.51905,1.39609,-4.41318,0.05967,-2.65057,1.01906,-1.8322,-1.58177,-2.77002,2.49196,-1.59444,0.51455,1.10214,0.76518,0
-1.77716,-2.18696,1.32503,-1.49367,-3.03967,4.24559,0.20031,2.13331,1.05498,2.09042,1.28938,-1.40352,0.04951,-6.45958,-0.08015,-6.09336,-2.01371,2.97919,0
-0.08064,-0.65667,2.82098,0.65826,-4.32066,-1.99789,5.67959,1.10348,-3.70303,-0.68181,-0.6652,-1.48564,2.7845,-0.91447,-0.34418,0.3871,-4.23468,0.50961,1
0.47622,-1.67443,1.67398,-2.27862,-1.27818,-2.09993,1.62374,1.80105,0.54724,0.85251,4.02586,-0.99067,1.10608,3.08575,-0.14456,0.44747,0.58702,1.02645,0
-3.50815,-3.8241,3.58764,-2.36562,-4.45763,1.03225,0.05099,-0.70875,2.59435,0.27632,3.54416,-1.58989,1.28194,-4.99642,-1.46921,-0.48358,1.73434,2.55031,0
0.6602,1.3369,-2.28084,-1.04025,-3.32314,-0.97222,-0.7809,-1.70451,4.29231,0.36117,2.64028,1.03605,-1.05879,-3.4766,1.35075,0.48956,-2.28981,-1.90403,0
4.0637,-0.19667,1.33112,1.62739,-1.69103,-2.50532,-0.14784,2.93955,-0.5611,-0.25914,0.02223,-0.35911,1.25142,-3.93154,0.52632,-4.20768,-2.73016,3.47624,1
-0.53015,-0.54937,2.01578,-0.01886,4.03948,-0.97392,5.09363,-2.30723,-0.92261,-0.69517,-1.7309,1.05279,5.54288,6.76892,0.52096,0.71354,1.37914,1.23939,1
1.9086,-2.44707,2.22631,1.75611,-2.12523,3.55836,-3.20088,2.79798,-2.56228,-1.4095,2.41087,1.70755,-3.73033,-7.29924,0.872,-3.90971,1.7742,-1.66726,1
0.94795,1.34888,-0.96097,-0.5988,2.545,1.45594,-1.5223,-2.97087,0.2176,3.02734,3.24974,-1.51383,-2.89462,1.07414,1.74068,4.34021,-1.72141,-2.7621,1
-3.53578,-0.9477,-2.79517,-3.37974,-3.24074,2.47567,-2.76229,0.57968,-0.28742,1.30857,0.71725,-2.45741,-1.8591,-0.45092,2.21357,-3.01906,-0.60721,1.92287,0
-2.08698,-4.80522,8.00062,-2.56234,-1.39992,-1.12584,2.96406,0.35957,0.242,-1.27262,0.67186,0.61975,2.77119,-1.39085,-0.68259,1.36909,0.67908,0.43068,0
-1.41531,1.34318,1.96777,-0.98879,0.72295,-1.76594,-0.29071,-0.04464,-2.07118,-0.90178,-2.03811,-0.67486,1.28408,2.36011,0.53066,4.48208,0.68658,-1.17934,0
-5.52873,-1.5823,2.20455,-3.24008,2.08644,-1.59786,0.14309,1.41654,-1.5554,-0.25107,-0.09922,1.95002,3.5349,4.46293,-0.52522,1.12349,0.49118,3.9845,1
-0.43207,1.37144,3.05728,-1.80762,-2.45699,-3.8094,-0.4498,0.52592,2.04131,-1.96456,0.8662,-0.81255,3.06479,-1.785,0.83736,3.72911,0.49775,0.47746,0
-3.45483,-1.82285,-1.35788,-3.7962,-5.29048,1.06654,-1.40416,2.89274,0.41978,-1.08008,0.18467,-0.75684,-3.6925,-2.42352,0.25511,-2.33987,-3.37073,-0.37818,0
-0.03429,-0.34782,1.10508,3.45171,-0.10512,2.60886,-0.01822,2.71599,-1.72249,-2.2228,1.48401,1.041,-4.30042,-5.19762,-2.72608,1.65937,-0.50445,-2.57476,1
-2.52406,-3.21557,2.19138,-1.73061,3.12909,3.12972,1.79469,-0.53321,-0.73336,0.60334,0.52041,3.43752,2.7619,1.67966,-0.7582,-4.34966,0.51954,2.08249,1
3.74957,2.13932,-0.7095,3.18387,-1.00951,0.67274,-3.87793,-0.56874,-1.70741,-1.36784,4.62631,-1.63028,-1.91342,-6.19329,-1.13179,0.77542,-0.58207,0.38273,1
0.9646,-0.3779,-3.6828,-2.96634,-0.34044,2.93939,-2.81435,-2.23543,-0.21837,-1.73777,2.4503,-0.82433,-4.18759,-0.23138,-1.05058,-3.18524,-5.39469,-1.11865,0
0.27662,-0.19759,1.36478,-1.70107,0.57012,-2.29664,-2.33743,-0.05868,-0.31375,1.42583,2.3199,2.22951,-1.47216,-0.26888,-0.92169,2.91065,-2.54112,-1.34763,1
-0.1091,1.57359,0.81313,-2.59929,-0.20182,-1.27062,-0.89356,0.28109,-0.41742,1.47814,0.5195,1.25192,4.18012,-0.09694,-0.51738,-2.08056,-1.89832,2.26866,0
3.41524,1.24656,0.62902,-0.84726,-1.7886,-2.08432,-3.33237,0.89492,-0.47784,1.32209,4.42907,-0.57755,-0.94929,-2.87178,2.26632,0.70587,-2.02668,-0.15851,1
-3.31161,-2.41571,-3.23273,-1.85833,-2.19014,1.46648,-2.8032,2.76012,-2.47775,0.87638,-0.39813,-1.28892,-6.12483,1.02562,1.39519,-1.64439,-2.30529,0.50676,0
-0.53227,-0.29433,-0.64877,-1.931,2.40347,3.27806,-0.30574,-3.58328,0.96382,0.54314,2.02396,-1.75969,-4.35885,2.85809,0.28306,4.60512,-0.31444,-5.25377,1
0.92234,-2.66732,6.44746,-0.91796,-1.44416,-0.55656,2.74638,0.26223,-0.23109,0.77548,-1.38973,0.83381,4.05729,-3.94899,1.42497,-2.7274,-1.44559,1.2716,0
-0.53404,-3.83456,1.56311,1.95567,-2.44364,2.39953,5.10204,-0.9316,-1.20468,1.11284,-3.63781,-2.01248,0.09764,-0.55653,0.89408,-3.02498,1.2562,-0.24943,1
6.56985,0.97145,2.82654,-0.33292,-1.59458,-0.47403,-0.86319,-0.24765,-1.38824,-0.47833,4.39647,-3.54126,1.59335,-1.93909,-1.11846,-1.07434,0.35915,-0.50972,1
-3.6958,2.88266,1.27313,-5.27146,-1.14086,-0.92832,0.42423,0.35958,0.13365,0.60668,-1.58896,1.15179,9.40081,2.29367,-0.44271,-2.91647,1.05706,3.60881,0
-2.50346,1.24127,-0.85138,-3.16849,0.26425,-2.34586,-0.22872,-0.52158,-1.61362,-0.32065,2.34248,-3.81805,4.67306,9.50062,0.01471,3.24323,6.10973,3.0024,0
1.42402,0.49638,0.10156,1.40976,-1.24174,-0.03417,-4.21103,2.12104,0.36165,-1.88674,0.40505,-0.04687,-5.43584,-5.06385,1.16526,2.28691,0.09863,-2.90222,1
-2.14744,-0.24145,-1.14885,-1.01838,-4.06433,-1.58657,-1.24234,-2.47274,-2.23031,0.85929,6.05205,-1.77831,-1.85428,1.05917,0.38582,6.09582,0.40146,-1.48785,1
-1.36007,-0.57567,-1.2615,-3.46267,-0.16817,1.32422,-3.0774,-0.85933,1.12181,0.96821,1.1762,-1.78306,-4.46303,-0.6369,-0.54451,1.12896,-4.26832,-1.05579,0
0.72469,0.54482,-2.75851,0.03388,-0.55331,2.93697,-5.31988,0.27265,-0.80986,-3.40847,-1.56305,-4.68854,-6.36792,-2.98645,-0.11025,-0.49874,-1.31291,-0.61094,0
-3.44153,0.1734,1.27062,-2.83836,0.37197,-2.00744,-0.02741,2.55542,-1.1188,-0.37253,1.46489,-2.23513,0.42964,4.10536,-0.66669,4.42502,-0.36102,1.7188,0
1.37234,-3.07558,-0.03723,-0.89648,-2.30684,1.32233,3.95769,-1.16778,-1.87581,-0.02782,-0.10524,-4.40744,-0.82834,4.34141,0.1855,-2.05361,0.35466,-0.83642,1
0.02256,0.26919,1.03537,-2.22235,-3.54908,0.03961,0.92678,-1.0348,-2.11908,0.64076,-2.32679,0.86137,6.26891,-1.50759,-0.54941,-6.49918,-1.02171,2.49749,0
2.06397,-2.91723,-1.13119,-0.27488,-1.43126,4.64649,-0.17843,0.08515,0.54177,-0.01496,-0.47606,-2.22742,-3.25861,-0.8485,1.05802,-6.12375,2.2055,-1.34269,1
-1.14372,0.97479,-1.47646,1.66496,-0.72507,1.0909,-3.38875,0.47939,-1.10434,0.10949,1.38489,-2.34175,-6.50033,-4.66607,-0.2617,4.77195,-3.5627,-1.44165,1
0.42697,0.34857,2.725,0.09391,-1.67659,-0.54751,-3.61397,-2.79084,1.35705,0.65283,-2.28897,-1.74675,1.56005,-6.79104,0.64052,0.38898,0.48,1.55928,0
-1.0958,-1.24023,0.94783,-2.89912,-2.81331,-2.78544,-2.31625,-1.52126,2.675,-1.52337,0.43312,-0.36546,1.33699,-1.83147,-1.08727,-0.11102,-0.55577,2.2455,0
-2.81913,-0.85373,0.55208,-1.01235,-1.03426,-1.47673,1.19036,2.86257,4.01492,0.217,2.09343,2.9007,1.64906,-2.84399,0.05917,-1.40185,-2.02153,3.38873,0
-2.6678,3.36973,2.26142,-0.04185,-0.89243,-0.84725,-1.33618,2.78446,-1.11176,-0.52987,-0.09,-2.72226,1.48472,-3.05918,-0.30926,5.18378,0.02911,1.15013,0
0.68466,-0.48667,0.01837,-2.6335,2.59599,-1.72991,0.93624,1.8693,-1.10144,-0.11493,2.23256,-1.90153,2.89147,8.3683,0.01142,-1.14221,1.88494,3.46131,0
-0.46555,-4.04953,1.34183,-3.97516,-0.3968,2.49358,2.73923,-4.46706,-1.10698,1.62,1.57101,-0.21289,0.41746,5.10221,1.29554,-1.65452,0.35387,-2.74172,1
-0.04951,-2.18132,2.58313,1.56433,1.54622,-1.05806,3.8897,-1.46523,-2.66693,-1.80804,2.11433,2.41187,0.63838,2.93884,-1.227,3.30147,-0.05002,-1.71111,1
-4.11894,-3.35377,0.99999,-0.78715,-1.04904,0.78379,-1.7901,-2.87928,-2.45366,0.76637,-2.83866,0.92131,-3.82204,0.48386,-0.97185,3.59983,1.38335,-3.25151,0
-0.87324,0.36732,3.19359,2.13611,0.62171,0.80254,-0.4104,-0.25063,-1.07923,-0.06593,-0.89685,-0.73415,-0.79926,-4.09952,-0.05573,4.25851,0.59501,-1.28974,1
-1.1812,0.83922,2.1451,0.35651,-6.28784,-1.84677,-0.68008,-0.37058,4.96554,0.30067,1.63844,-0.53599,1.98116,-10.49951,-0.63281,1.31438,-0.84905,1.44321,0
1.42205,-1.07844,2.88948,0.2652,-1.36888,0.06951,1.68471,-3.84352,-4.0887,-0.18105,-4.59669,0.61833,2.80999,-0.50942,-0.08409,-1.55887,-0.63444,-1.97043,0
1.78911,-6.30354,2.7703,3.17661,-0.52936,2.40866,-1.59949,3.2072,-0.71804,0.89778,1.43873,-3.34307,-9.90622,-6.88665,0.56602,-0.50051,-2.90034,0.37629,0
-1.24767,-0.30312,0.62292,4.4436,2.6354,-4.42563,4.38612,-1.20489,-5.0605,-0.15423,2.07103,-1.92684,-2.03769,7.53038,1.89961,12.14217,0.07532,-1.40984,1
-2.57251,-1.73864,0.37396,-1.18451,-4.19982,2.63664,-0.95846,1.78185,-1.44856,0.43514,-0.15726,-0.95492,-4.0773,-4.06974,0.6844,-0.47201,-1.46398,-2.20889,0
-1.72825,0.10756,-1.03196,0.56984,-1.16929,2.74612,-3.23089,-0.88358,0.6024,1.13252,1.24654,-2.2828,-7.72742,-6.57545,-0.29672,4.49306,-4.92745,-2.92287,1
-1.26227,-0.26027,-3.52535,-4.25961,1.84816,-0.22592,1.62743,1.52454,-1.79793,-0.28546,3.82552,1.20476,1.21408,10.05742,2.34477,-2.63922,-1.50123,1.47994,0
-2.11515,-1.03766,2.7746,-1.96023,1.76422,-0.60768,-3.072,-0.04284,-2.20541,-0.19101,-0.78331,-3.64758,-1.31414,1.14984,-0.76722,4.08941,-0.39636,1.83053,0
1.13041,-0.47079,1.76501,-0.17777,-2.63922,1.57853,5.44102,-1.78056,-3.07401,0.18553,-0.3419,-0.62725,5.73993,0.1003,1.34026,-4.75399,-1.33748,0.87989,1
-1.78314,-1.17801,1.20649,-0.93946,0.41584,1.64132,-2.64151,1.48331,-1.6244,0.02476,-3.84413,0.20667,-2.5991,-1.92717,0.61765,-0.93722,-0.72192,-0.61125,0
-0.10548,1.87844,2.37777,2.95174,-1.29421,-1.10554,-1.92752,0.90917,1.44795,-2.52028,-0.32042,-3.55637,-2.29238,-6.31046,0.61536,6.93227,1.26512,-0.92743,0
0.28037,-2.82019,3.48076,1.22488,-0.72946,-0.93379,-1.72549,-1.96243,-0.32882,1.15716,-0.0055,-1.06935,-4.56386,-5.70627,-0.82859,4.32622,-3.75823,-1.21051,1
-4.39661,-2.9443,2.42551,-2.11518,-0.39283,-1.39216,2.37442,-0.26923,-1.94929,0.29776,-0.61188,3.32904,0.24245,3.54015,-1.32079,3.0742,-0.39978,-1.84807,1
2.80066,-2.36227,0.05391,0.55862,0.02065,2.49744,-2.2363,-2.42168,-0.23948,0.56453,2.0304,-1.25751,-5.02902,-1.63226,-0.74338,-0.06109,0.81242,-3.24853,1
1.53578,1.49123,1.73094,-1.32644,-1.49076,0.73081,5.26641,-2.91614,-2.40514,1.56395,1.78004,-2.3001,5.0629,0.88534,0.61046,-0.51417,-4.48476,-0.15724,1
-0.04984,-1.79528,2.78726,0.8555,0.55383,-1.55423,-0.30257,-1.12249,-4.28646,0.53072,0.97926,-1.12533,-0.9965,1.61767,-2.59789,4.37351,0.37771,-0.39544,1
1.26124,0.4101,5.34699,1.79157,2.82631,0.42672,1.02638,0.60639,-2.09889,1.83861,-3.08232,-0.13657,1.89413,-2.53612,0.29959,1.74792,-0.09497,-0.52349,0
1.53502,2.37977,0.98346,-2.16062,-1.05635,-0.74401,-0.97493,1.3365,-1.31019,1.18642,2.62343,-2.1931,2.78891,0.33024,-0.66848,-0.20787,-0.5167,1.12425,0
-0.40898,-1.19294,0.88216,-1.35686,-2.71245,-1.36103,1.55425,-0.70167,-3.56966,-1.52151,3.81363,-2.59371,1.01886,3.81925,-0.29569,2.35738,0.90253,0.10662,1
2.43231,-4.61905,-0.69591,-4.60626,-3.53996,4.29739,0.05339,-2.38747,-0.23066,-0.12572,2.87355,-2.38437,-2.40816,1.70435,0.1124,-7.35855,-0.00914,-2.14627,1
1.33702,-1.09293,1.30366,0.39726,-0.80999,0.39919,1.7446,0.93298,-2.66047,-1.04356,-0.68143,-1.25799,3.46285,-0.77149,0.96283,-5.47016,-1.47513,4.30577,0
-3.10498,0.89761,2.67834,-3.64765,-0.17436,-0.27588,-2.55367,0.81282,3.16934,0.34509,-1.08203,0.55002,2.08035,-2.97906,2.23223,1.09892,0.12066,0.90975,0
1.50283,-1.83253,-0.2738,-5.53572,1.63933,-0.32878,-2.60909,-1.04302,-0.24075,-1.18743,1.54817,-2.74443,-1.70508,5.40601,-0.559,-1.68865,-2.91836,0.8587,0
-3.153,2.493,-0.81914,-1.81118,1.35928,2.31719,-1.56284,1.9238,-3.41646,-1.82076,-3.76895,1.39433,2.16775,1.24622,-1.62551,-2.32936,-0.17578,0.57297,0
2.37475,-2.22196,1.02449,-1.76696,0.76072,3.10392,-1.90282,-2.35289,-0.26686,1.44677,1.5586,-4.50685,-2.38775,2.21058,0.6182,-0.55895,3.83498,-1.78007,1
1.49425,2.72602,4.46169,0.41752,-2.54326,-2.36263,-1.70913,1.47685,1.52221,-0.4351,-0.18272,-0.32282,4.34049,-7.78348,-0.51915,0.99168,0.40517,1.46747,0
-1.21138,-0.04571,-1.30376,-0.55721,0.21141,1.19392,-0.27002,-2.13399,2.8234,-0.56244,-1.33153,1.23211,0.90171,-3.0795,-0.16362,-2.96333,-2.95075,1.94735,1
4.29558,-1.79395,2.30316,-0.81832,-2.08459,2.61109,5.3084,0.87199,-1.04775,0.57816,-3.46276,-0.85613,4.15099,-1.1329,1.45386,-10.36794,-2.44926,0.74725,1
0.4783,2.41878,2.20493,-0.63298,0.26814,-0.98238,3.43083,-0.00627,-0.72022,-0.7895,0.11901,0.97397,3.60564,-0.56015,-0.33699,1.55977,-4.36727,-0.89933,1
-0.59179,-2.58076,1.84419,-5.82002,-3.68015,1.73028,6.71147,-1.50026,-2.35645,-2.14205,1.54533,1.1487,7.78644,5.85647,0.20268,-7.85552,-0.43924,0.29384,1
-0.77882,0.11638,1.42815,2.46778,-0.14358,0.59617,0.12266,2.95331,-1.15444,-0.57376,1.55618,0.07431,-5.67592,-3.72537,-0.01336,5.80777,-2.18282,-3.75248,1
-0.53131,-3.38926,2.97288,-0.31713,0.15423,0.47837,-3.50008,1.12676,-1.48407,-0.26387,0.74775,1.09747,-3.33419,-3.67864,-0.19595,-0.23359,-0.46831,0.42674,0
-2.12758,0.12675,1.21628,1.57917,-1.6451,3.05102,1.23338,-3.19394,-2.6438,-1.68075,0.88461,-2.85704,0.50695,-3.11644,-0.48576,2.77762,0.42296,-0.5472,0
-1.00567,-1.69012,4.11763,-3.32661,-1.85088,1.98846,1.50563,1.43349,0.33051,-2.06967,-1.15542,0.49567,4.77653,-3.60104,-0.05535,-6.47943,-1.59488,2.83383,0
2.57857,-2.0021,-0.1271,-5.85345,-1.57597,3.85946,6.4821,-2.8923,0.01009,-0.39159,-0.5099,-0.10307,4.35577,5.11275,-0.7575,-9.90637,-4.36792,-1.83509,1
-1.48688,-3.12627,-2.29357,1.28142,-1.4149,2.13426,-5.36479,-0.73704,-1.99189,-0.443,-2.26497,-4.62869,-14.61942,-1.7244,0.46897,7.10322,-1.26672,-6.43656,0
0.54548,-7.05293,1.78191,2.20136,-0.95067,3.60754,-0.606,1.46982,-2.05909,1.07886,1.10274,-3.23817,-8.56017,-4.47915,0.52513,-2.24834,-2.23199,0.67759,0
0.61482,2.26256,0.89623,-3.2525,-2.16926,-1.90921,-0.40618,2.06535,0.15043,-0.72423,3.38983,-2.50232,0.58907,0.40598,0.16546,2.64744,-2.72884,-0.54924,0
-1.33229,-1.17029,0.73481,-3.77029,-6.10508,-2.0925,-1.92838,-1.4207,1.25486,-0.29972,-0.28757,-0.66666,-0.70784,-2.51183,1.04246,0.70939,-1.21941,-1.74732,0
2.40947,-2.42096,4.96657,2.1668,-2.27741,1.75452,-6.09892,5.04445,-2.68654,1.27371,1.36755,1.64218,-7.38445,-11.26234,0.79303,0.11888,0.05946,-3.55406,1
0.75015,-0.71864,0.60162,0.32406,-0.35961,-0.57687,0.67157,3.18494,2.2766,0.48655,1.6937,0.37108,-2.63704,-2.67338,0.71243,0.05147,-2.9861,-0.0143,0
-0.79399,-0.80361,-1.09259,0.76315,-4.46337,0.18102,-0.58334,-0.90404,-4.30675,-1.43365,4.64701,0.00243,-0.79244,-0.5363,0.71734,0.96061,1.63861,-0.94937,1
3.34824,0.55596,0.59919,-0.96429,0.50029,-1.47343,-0.35815,1.03695,0.50822,-0.16547,0.67161,0.19878,-0.10376,0.27509,0.50199,-1.18292,-2.33127,-0.51666,1
0.24325,-1.43557,1.77302,0.65845,-1.04152,0.90935,-0.46695,-0.14467,-1.53299,0.64038,-0.12117,-0.26526,-0.4267,-2.47963,0.85987,-0.7932,0.54255,-0.04069,1
-0.19016,0.5943,1.97464,-3.3953,-0.6086,1.45512,-1.7342,3.15516,0.70911,1.08174,-0.45486,1.61643,1.79647,-2.92131,-1.63266,-4.47874,-1.22935,0.50603,1
0.28408,-1.82305,1.16207,1.2683,1.37878,-1.01266,1.04107,-1.68637,-1.62843,1.46283,1.36925,1.58912,0.02417,1.09631,0.45056,1.34171,-0.60201,0.30107,1
1.19344,1.60859,3.81476,-0.53497,-0.45871,-0.23008,-3.41643,-0.55691,1.07484,0.70706,-2.79302,2.14479,-1.77564,-10.38672,-0.07131,1.41179,-7.41595,-2.50706,1
-0.93093,0.52608,0.0165,-2.35106,-1.45853,0.67616,-2.1128,0.39372,0.7806,1.83095,-0.59845,-1.26134,0.79854,-2.26383,-0.88909,-2.16843,-1.25363,1.71393,0
-2.2579,-2.60089,-1.79173,2.86208,0.73578,2.84217,0.20159,2.14611,0.63142,-0.08393,1.11594,3.75085,-4.24113,-1.55198,0.64738,-1.416,2.47605,-1.0187,1
-2.58798,-2.36584,-3.61613,-1.29576,-2.47893,1.01517,0.44773,-0.69197,5.11566,-0.26457,3.02166,1.98511,-4.7529,-1.88732,-2.50651,-0.66388,-2.9911,-1.27922,0
1.58415,0.29619,0.48486,4.4529,0.14326,1.69189,-1.77791,0.68786,0.47739,-0.05504,-1.39072,2.57106,-4.52467,-9.16472,-0.28196,0.1343,-2.94334,-2.31356,1
-1.91546,3.72296,4.16606,2.22996,-0.7274,-0.33535,-4.52821,1.1848,-0.06733,-0.05458,-2.3331,-4.86598,1.59704,-9.82407,-0.94342,5.48521,0.79725,3.42957,0
-0.68444,-1.58553,1.37337,2.16262,-0.61967,0.50766,-1.49904,2.48094,-1.30323,0.27961,1.40646,-2.12741,-1.96703,-3.46726,0.90848,0.44515,1.15885,2.8356,0
2.29786,-0.07681,2.08484,-1.59376,-0.04359,-2.63157,1.10625,0.39578,-0.68401,2.11253,1.98399,2.19127,1.67789,2.72647,0.32462,0.9036,-0.14423,-2.12568,1
0.62948,-1.85893,-0.78156,0.78723,0.39402,0.05246,-1.45912,-1.5933,-1.63428,1.00526,3.46655,1.25262,-1.9979,0.33603,0.47278,0.09778,-0.03666,0.17331,1
-0.79593,1.5512,-1.38445,-0.90792,4.0151,2.93213,4.57965,-3.79835,2.34491,-0.48129,-0.69601,4.19951,8.62671,2.92097,-1.467,-6.58332,0.01909,2.93026,1
1.92377,-0.29008,1.71159,0.80917,-2.08885,0.36264,1.33266,0.93516,-1.5251,1.59172,-1.61192,0.66996,2.1188,-3.83405,-1.37483,-4.44762,-1.98175,0.88048,1
-1.21151,-1.66484,2.3371,2.70392,1.71488,0.27661,-4.25239,1.9654,-3.14157,-0.27934,1.8054,-2.1529,-11.20499,-3.53667,2.45933,10.75222,-2.14122,-4.6459,1
1.18058,0.10413,0.33305,-1.48371,0.50058,5.20158,1.14936,-1.78685,2.0581,0.72653,0.34704,5.87884,6.38336,-3.93971,1.77078,-11.13578,1.06404,0.81469,1
-1.65238,-3.15081,-0.32416,0.52638,-2.18196,4.20283,-4.65788,4.82,0.72182,2.16955,2.44516,4.00103,-6.56904,-9.02134,0.4006,-5.15065,-0.6062,-0.45527,1
1.65165,-2.38665,1.03853,1.4887,0.62903,0.53177,-2.58151,-0.85468,-1.3307,-2.04816,4.59548,1.3742,-4.9062,-3.29362,0.63271,1.87365,-1.65389,-1.55144,1
1.34378,-2.6035,3.86321,4.15102,-0.16596,-5.7213,-0.38825,-1.0056,-5.52632,0.32311,1.97062,-2.38935,-7.52243,2.78443,0.42091,14.75292,1.17997,-5.76011,1
-0.3799,-2.39767,3.3635,-1.50738,0.71331,4.67592,-2.16757,2.72233,0.08376,0.41126,-0.8032,-3.52636,-4.76563,-4.73444,-0.0743,-1.29322,-1.51301,-0.64169,0
-1.13897,-3.61879,3.28819,0.08229,3.71086,-1.76847,1.14539,-0.03284,-1.8784,-0.03672,0.49018,2.74229,-0.1631,4.10201,-0.18867,2.44819,0.75637,0.4992,1
0.79507,0.15358,0.86565,0.60501,-2.80278,-1.52402,0.01593,-4.3005,-4.05049,0.78371,-1.82273,-0.31517,3.75915,0.41397,0.91072,0.00943,1.91155,-0.2273,0
-1.13396,2.92712,-0.88122,1.55675,-0.07372,3.51877,-0.81524,3.05171,-1.04126,1.79835,1.29461,1.07677,-4.07901,-3.86309,0.45008,2.98041,-0.68254,-4.84785,1
-3.84391,-1.6394,2.94545,1.91121,-0.51477,2.9509,3.07701,0.08311,-0.84496,0.60935,-4.36224,0.84656,0.05653,-3.61459,1.0089,0.86127,0.84618,-1.47032,1
-2.33078,-3.45204,0.7104,-0.75506,-2.60299,1.63297,-1.85983,3.3608,1.84971,-0.16423,3.10381,-1.44938,-5.16385,-5.48265,-1.48802,-0.87721,-2.10315,1.80221,0
-1.49701,0.18325,5.60501,3.89871,-1.35116,-0.44602,-2.69733,0.54466,2.76687,0.21881,-2.9985,-2.24982,0.39293,-12.67401,0.43116,3.77854,1.27587,2.91277,0
-2.77148,0.82192,-2.12702,-1.92144,-0.87225,1.72651,-5.87649,-0.5231,-0.51336,-1.03948,0.05539,-2.42122,-6.52272,-2.94153,0.06178,3.76835,-3.0581,-1.8611,1
-1.50866,-0.48401,0.85693,-0.05179,0.61854,0.4992,-2.23426,-3.90365,-1.53193,0.57945,4.12502,-3.00842,-4.01056,1.12526,1.28004,9.04099,1.65039,-3.32065,1
-1.16429,-0.39303,1.43739,1.05497,0.24242,-0.17216,0.83239,2.89442,-1.42546,-1.07778,0.00162,0.84457,2.83363,-1.87464,0.90292,-2.78659,-0.51971,4.48869,0
-1.43526,-0.88972,2.08329,-0.55559,-0.15699,-0.14188,-3.60565,2.44091,-0.58374,0.29206,1.01916,0.2486,-5.95311,-4.62007,-0.51343,4.3654,-3.65878,-2.05483,1
-0.75081,-2.04583,0.28862,1.30499,1.28717,3.82849,-0.37479,1.80812,-0.47773,0.12565,2.67043,3.58474,-1.87959,-3.22338,-1.30861,-3.53794,0.50938,0.00844,1
-3.40061,-4.94809,5.57567,-2.51399,-1.20666,3.30335,-0.2506,1.5419,1.57792,-0.14037,-0.54958,-0.26358,-1.51288,-5.52308,-2.37665,-1.7753,-0.03838,0.5373,0
-4.76035,-6.90148,2.28175,-0.57917,-3.79964,3.22995,-0.36901,1.59059,-2.04329,1.24287,1.54373,-2.82948,-7.74995,-2.4129,0.26859,2.10484,1.04851,-1.55161,0
1.70288,2.12288,3.31634,-1.00323,0.5625,-4.64269,0.38683,-2.82549,-0.66583,0.01755,-3.83037,0.66865,7.52897,1.452,-0.42714,0.89309,0.47308,1.67264,0
-3.43788,-1.55123,1.8342,-2.24555,-3.95223,-0.31813,0.58246,-1.27673,-3.72574,2.41647,-1.1783,-1.37433,0.98739,2.20481,0.63418,2.50079,2.51219,-1.82546,0
-2.31978,-0.0182,3.0545,-3.33732,-2.25221,2.70358,0.92076,4.1276,0.38446,-1.38804,-1.60316,0.02244,1.7463,-4.34778,-2.02607,-4.0178,-2.6534,0.53854,0
-1.25049,-2.00239,3.48372,-2.76282,-2.90896,0.60212,0.68975,1.27157,0.14582,-0.15435,-0.25223,-0.39485,0.41371,-2.91255,0.49773,-1.31671,-1.65739,-0.4053,0
-0.17899,3.23054,0.1912,-0.22755,-4.94697,-2.59261,1.10886,0.58056,1.85084,1.12843,3.66403,0.86748,4.45613,-3.86154,0.53666,1.35631,0.06607,0.36153,0
